2024-04-29 17:07:21,939 INFO    StreamThr :42361 [internal.py:wandb_internal():86] W&B internal server running at pid: 42361, started at: 2024-04-29 17:07:21.938991
2024-04-29 17:07:21,940 DEBUG   HandlerThread:42361 [handler.py:handle_request():146] handle_request: status
2024-04-29 17:07:21,941 INFO    WriterThread:42361 [datastore.py:open_for_write():87] open: /home/hghallab/Dvlp/GANs/DCGAN/wandb/run-20240429_170717-lup4h2yy/run-lup4h2yy.wandb
2024-04-29 17:07:21,943 DEBUG   SenderThread:42361 [sender.py:send():379] send: header
2024-04-29 17:07:21,943 DEBUG   SenderThread:42361 [sender.py:send():379] send: run
2024-04-29 17:07:22,428 INFO    SenderThread:42361 [dir_watcher.py:__init__():211] watching files in: /home/hghallab/Dvlp/GANs/DCGAN/wandb/run-20240429_170717-lup4h2yy/files
2024-04-29 17:07:22,428 INFO    SenderThread:42361 [sender.py:_start_run_threads():1124] run started: lup4h2yy with start time 1714403241.160903
2024-04-29 17:07:22,432 DEBUG   HandlerThread:42361 [handler.py:handle_request():146] handle_request: check_version
2024-04-29 17:07:22,440 DEBUG   SenderThread:42361 [sender.py:send_request():406] send_request: check_version
2024-04-29 17:07:22,592 DEBUG   HandlerThread:42361 [handler.py:handle_request():146] handle_request: run_start
2024-04-29 17:07:22,594 DEBUG   HandlerThread:42361 [system_info.py:__init__():26] System info init
2024-04-29 17:07:22,594 DEBUG   HandlerThread:42361 [system_info.py:__init__():41] System info init done
2024-04-29 17:07:22,594 INFO    HandlerThread:42361 [system_monitor.py:start():194] Starting system monitor
2024-04-29 17:07:22,594 INFO    SystemMonitor:42361 [system_monitor.py:_start():158] Starting system asset monitoring threads
2024-04-29 17:07:22,595 INFO    HandlerThread:42361 [system_monitor.py:probe():214] Collecting system info
2024-04-29 17:07:22,595 INFO    SystemMonitor:42361 [interfaces.py:start():190] Started cpu monitoring
2024-04-29 17:07:22,596 INFO    SystemMonitor:42361 [interfaces.py:start():190] Started disk monitoring
2024-04-29 17:07:22,597 INFO    SystemMonitor:42361 [interfaces.py:start():190] Started memory monitoring
2024-04-29 17:07:22,598 INFO    SystemMonitor:42361 [interfaces.py:start():190] Started network monitoring
2024-04-29 17:07:22,610 DEBUG   HandlerThread:42361 [system_info.py:probe():150] Probing system
2024-04-29 17:07:22,611 DEBUG   HandlerThread:42361 [system_info.py:_probe_git():135] Probing git
2024-04-29 17:07:22,619 DEBUG   HandlerThread:42361 [system_info.py:_probe_git():143] Probing git done
2024-04-29 17:07:22,619 DEBUG   HandlerThread:42361 [system_info.py:probe():198] Probing system done
2024-04-29 17:07:22,619 DEBUG   HandlerThread:42361 [system_monitor.py:probe():223] {'os': 'Linux-6.5.0-28-generic-x86_64-with-glibc2.35', 'python': '3.10.12', 'heartbeatAt': '2024-04-29T15:07:22.610412', 'startedAt': '2024-04-29T15:07:17.980386', 'docker': None, 'cuda': None, 'args': (), 'state': 'running', 'program': '<python with no main file>', 'codePathLocal': None, 'git': {'remote': 'https://github.com/Houda222/SYN-MTGAN.git', 'commit': 'b8ec378fc64544496c26534880ffa54160f12c8e'}, 'email': 'houda.ghallab@imt-atlantique.net', 'root': '/home/hghallab/Dvlp/GANs', 'host': 'hghallab', 'username': 'hghallab', 'executable': '/bin/python3', 'cpu_count': 4, 'cpu_count_logical': 8, 'cpu_freq': {'current': 2999.997375, 'min': 400.0, 'max': 4500.0}, 'cpu_freq_per_core': [{'current': 2999.774, 'min': 400.0, 'max': 4500.0}, {'current': 3000.002, 'min': 400.0, 'max': 4500.0}, {'current': 2999.997, 'min': 400.0, 'max': 4500.0}, {'current': 2999.993, 'min': 400.0, 'max': 4500.0}, {'current': 3000.004, 'min': 400.0, 'max': 4500.0}, {'current': 3000.016, 'min': 400.0, 'max': 4500.0}, {'current': 3000.0, 'min': 400.0, 'max': 4500.0}, {'current': 2999.997, 'min': 400.0, 'max': 4500.0}], 'disk': {'/': {'total': 136.6944694519043, 'used': 82.02041244506836}}, 'memory': {'total': 31.207508087158203}}
2024-04-29 17:07:22,619 INFO    HandlerThread:42361 [system_monitor.py:probe():224] Finished collecting system info
2024-04-29 17:07:22,620 INFO    HandlerThread:42361 [system_monitor.py:probe():227] Publishing system info
2024-04-29 17:07:22,620 INFO    HandlerThread:42361 [system_monitor.py:probe():229] Finished publishing system info
2024-04-29 17:07:22,621 DEBUG   SenderThread:42361 [sender.py:send():379] send: files
2024-04-29 17:07:22,621 INFO    SenderThread:42361 [sender.py:_save_file():1390] saving file wandb-metadata.json with policy now
2024-04-29 17:07:22,971 DEBUG   HandlerThread:42361 [handler.py:handle_request():146] handle_request: python_packages
2024-04-29 17:07:22,972 DEBUG   SenderThread:42361 [sender.py:send_request():406] send_request: python_packages
2024-04-29 17:07:23,012 DEBUG   HandlerThread:42361 [handler.py:handle_request():146] handle_request: stop_status
2024-04-29 17:07:23,012 DEBUG   HandlerThread:42361 [handler.py:handle_request():146] handle_request: internal_messages
